"cc_gt01" "cc_gt02" "cc_gt03" "cc_gt04" "cc_gt05" "cc_gt06" "cc_gt07" "cc_gt08" "cc_gt09" "cc_gt10" "cc_gt11" "cc_gt12" "cc_un01" "cc_un02" "cc_un03" "cc_un04" "cc_un05" "cc_un06" "cc_un07" "cc_un08" "cc_un09" "cc_un10" "cc_un11" "cc_un12" "cc_un13" "cc_un14" "cc_un15" "cc_un16" "cc_un17" "cc_un18" "cc_un19" "cc_un20" "cc_un21" "cc_un22" "cc_un23" "cc_un24" "cc_un25" "cc_un26" "cc_un27" "cc_un28" "cc_unfccc01" "cc_unfccc02" "cc_unfccc03" "cc_unfccc04" "cc_unfccc05" "cc_unfccc06" "cc_unfccc07" "cc_unfccc08" "cc_unfccc09" "cc_unfccc10" "cc_unfccc11" "cc_unfccc12" "cc_unfccc13" "cc_unfccc14" "cc_unfccc15" "cc_unfccc16" "cc_unfccc17" "cc_unfccc18" "cc_unfccc19" "cc_unfccc20" "cc_unfccc21" "cc_unfccc22" "cc_unfccc23" "cc_unfccc24" "cc_unfccc25" "cc_unfccc26" "cc_unfccc27" "cc_unfccc28" "cc_unfccc29" "cc_unfccc30" "cc_unfccc31" "cc_unfccc32" "cc_unfccc33" "cc_unfccc34" "cc_unfccc35" "gpt35cc_01" "gpt35cc_02" "gpt35cc_03" "gpt35ccjfk_01" "gpt35ccjfk_02" "gpt35ccjfk_03" "gpt35ccjfk_04" "gpt35jfk_01" "gpt35jfk_02" "gpt35jfk_03" "gpt35jfk_04" "gpt4cc_01" "gpt4cc_02" "gpt4cc_03" "gpt4ccjfk_01" "gpt4ccjfk_02" "gpt4ccjfk_03" "gpt4ccjfk_04" "gpt4jfk_01" "gpt4jfk_02" "gpt4jfk_03" "gpt4jfk_04" "jfk_01" "jfk_02" "jfk_03" "jfk_04" "jfk_05" "jfk_06" "jfk_07" "jfk_08" "jfk_09" "jfk_10" "jfk_100" "jfk_11" "jfk_12" "jfk_13" "jfk_14" "jfk_15" "jfk_16" "jfk_17" "jfk_18" "jfk_19" "jfk_20" "jfk_21" "jfk_22" "jfk_23" "jfk_24" "jfk_25" "jfk_26" "jfk_27" "jfk_28" "jfk_29" "jfk_30" "jfk_31" "jfk_32" "jfk_33" "jfk_34" "jfk_35" "jfk_36" "jfk_37" "jfk_38" "jfk_39" "jfk_40" "jfk_41" "jfk_42" "jfk_43" "jfk_44" "jfk_45" "jfk_46" "jfk_47" "jfk_48" "jfk_49" "jfk_50" "jfk_51" "jfk_52" "jfk_53" "jfk_54" "jfk_55" "jfk_56" "jfk_57" "jfk_58" "jfk_59" "jfk_60" "jfk_61" "jfk_62" "jfk_63" "jfk_64" "jfk_65" "jfk_66" "jfk_67" "jfk_68" "jfk_69" "jfk_70" "jfk_71" "jfk_72" "jfk_73" "jfk_74" "jfk_75" "jfk_76" "jfk_77" "jfk_78" "jfk_79" "jfk_80" "jfk_81" "jfk_82" "jfk_83" "jfk_84" "jfk_85" "jfk_86" "jfk_87" "jfk_88" "jfk_89" "jfk_90" "jfk_91" "jfk_92" "jfk_93" "jfk_94" "jfk_95" "jfk_96" "jfk_97" "jfk_98" "jfk_99"
"courage" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.16666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 3 1 0 0 2.04081632653061 0 0 0 0 0 0 0 0 0 0 0 0 0 3.125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.05263157894737
"days" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.06185567010309 0 0 0 0 0 0 0 0 0 1.03092783505155 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.04166666666667 0 0 0 0 0 0 0 0 0 0 1.04166666666667 0 0 0 0 0 1.04166666666667 0 1.02040816326531 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.05263157894737 0 0 4.16666666666667 0 1.03092783505155 0 2.06185567010309 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"department" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.125 0 0 0 0 0 0 0 0 2.02020202020202 0 0 4.16666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.09278350515464 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.03092783505155 0 0 1.05263157894737 0 0 0
"force" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.05263157894737 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.01010101010101 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.94174757281553 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.03092783505155 2.08333333333333 5 0 0 3.125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.02040816326531 0 0 0 0 0 0 0
"health" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.02040816326531 0 0 0 0 0 0 0 0 0 0 0 0 1.96078431372549 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.125 0 0 5.26315789473684 0 0 0 0 0 0 0 0 0 0 0 0 0 5.26315789473684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"impacts" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.08333333333333 0 0 0 0 0 0 0 0 0 0 0 0 1.02040816326531 0 0 0 0 0 0 0 0 0 0 0 0 1.98019801980198 0 0 0 0 0 0 0 0 0 3.96039603960396 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"land" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.03092783505155 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.06185567010309 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.03092783505155 0 0 0 0 0 0 0 0 0 0 0 5.15463917525773 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.06185567010309 0 1.02040816326531 0 0 0 0 0 3.09278350515464 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"legislation" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.03092783505155 0 3.125 0 0 0 0 0 0 1 0 5.31914893617021 0 0 0 0 0 0 0 0 0 0 2.10526315789474 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.21052631578947 2.10526315789474 0 0 0 0 0 0 0 0 0 0 0
"pandemic" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.04166666666667 0 0 0 0 4 0 0 1 0 0 0 0 3 0 0 0 1.0752688172043 0 0 0 0 1.06382978723404 0 0 0 0 2 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tafthartley" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.125 0 0 0 0 0 0 5 0 0 0 3.125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 1.05263157894737 0 0 0
"zero" 0 0 0 0 0 0 0 0 0 0 1.94174757281553 2.85714285714286 0 0 0 0 0 0 0 1 1.04166666666667 0 0 1.03092783505155 3.15789473684211 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.17391304347826 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.99009900990099 0 0 4.04040404040404 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"citizens" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.08333333333333 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.04166666666667 0 0 0 0 0 0 0 0 0 0 2.94117647058824 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.08333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.16666666666667 0 0 0 0
"conference" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.08333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 3 0 2.08333333333333 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1.05263157894737 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"cooperation" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.92156862745098 0 0 4.16666666666667 1 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 1.03092783505155 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"course" 0 0 0 0 0 0 0 0 0 0 0.970873786407767 1.9047619047619 0 0 0 0 0 0 0 0 0 1.03092783505155 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.06382978723404 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.03092783505155 0 0 0 0 3.125 0 2.08333333333333 0 0 1.03092783505155 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.03092783505155 0 0 0 0 0 0 0 0 1.05263157894737
"done" 0 0 3 0 0 0 0 0 0 0 0 1.9047619047619 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.08333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.08333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.04040404040404 0 0 0.980392156862745 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.05263157894737 0 0 0 0 0 0 0 0 0 0 0 0
"efforts" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1.05263157894737 0 1.04166666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.97029702970297 0 0 0 0 0 0 2 0 0 0.99009900990099 0 0 0 2.06185567010309 0 0 2 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"forward" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.03092783505155 0 0 0 0 2.06185567010309 0.99009900990099 0 0 0 0 0 1.02040816326531 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 1.03092783505155 0 0 1 0 0 0 0 0 0 0 0 2.10526315789474 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.06382978723404 0 1.04166666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"house" 0 0 0 0 3.88349514563107 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.04166666666667 0 0 0 0 0 0 0 2.06185567010309 0 0 1 0 0 0 3.125 0 0 0 0 0 0 0 0 0 3.92156862745098 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.04166666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.03092783505155 0 0 0 0 0
"independence" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.15789473684211 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.01010101010101 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.04040404040404 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 3.09278350515464 0 0 0 1.03092783505155 3.06122448979592 0 0 0 0 0 0 0 0
"italy" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.08333333333333 0 0 0 0 0 0 2.06185567010309 7.76699029126214 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"opportunity" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1.02040816326531 0 2.06185567010309 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 3 0 3 0 0 0 1 0 0 0 0 0 0 1.05263157894737 0 0 0 0 0 0 0 0 0 0 2.08333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"parties" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2.94117647058824 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.03092783505155 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.10526315789474 0 5 0 0 0 0 0 1.03092783505155 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"plans" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.10526315789474 0 0 0 0 0 5.26315789473684 0 5.20833333333333 0 0 0 0 0 0 0 1.02040816326531 0 0 4.16666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"private" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.12371134020619 0 0 0 0 1.96078431372549 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 4.85436893203883 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.15789473684211 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.10526315789474 0
"said" 2.85714285714286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 3.03030303030303 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.03092783505155 0 0 0.970873786407767 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.15789473684211
"situation" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.15789473684211 0 0 0 0 0 0 0 0 0 0 3.125 0 0 0 0 0 0 2.9126213592233 0 0 0 0 0 0 0 0 0 0 3.03030303030303 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.06185567010309 0 0 0 0 0 1.02040816326531 0 0 0 0 0 0 0
"south" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.03092783505155 0.99009900990099 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.99009900990099 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.125 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 3 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
